                                                                                                                                                                                                                                                                



                        1                         2                         3                         4                         5                         6
                 Re(freq)                  Im(freq)                         l                       n_g                       n_p                      n_pg
  0.4648730690501546E+004   0.0000000000000000E+000                         3                         0                        32                        32
  0.4782319513421770E+004   0.0000000000000000E+000                         3                         0                        33                        33
  0.4913435192813915E+004   0.0000000000000000E+000                         3                         0                        34                        34
  0.5045578375600577E+004   0.0000000000000000E+000                         3                         0                        35                        35
  0.5175776821656501E+004   0.0000000000000000E+000                         3                         0                        36                        36
  0.5303101935245511E+004   0.0000000000000000E+000                         3                         0                        37                        37
  0.5427290275309541E+004   0.0000000000000000E+000                         3                         0                        38                        38
  0.5549521818597062E+004   0.0000000000000000E+000                         3                         0                        39                        39
  0.5672562543207458E+004   0.0000000000000000E+000                         3                         0                        40                        40
  0.5798575397475240E+004   0.0000000000000000E+000                         3                         0                        41                        41
  0.5927671297730199E+004   0.0000000000000000E+000                         3                         0                        42                        42
  0.6059144235183625E+004   0.0000000000000000E+000                         3                         0                        43                        43
  0.6192253414418105E+004   0.0000000000000000E+000                         3                         0                        44                        44
  0.6326364481365031E+004   0.0000000000000000E+000                         3                         0                        45                        45
  0.6461195522580226E+004   0.0000000000000000E+000                         3                         0                        46                        46
  0.6596446846353588E+004   0.0000000000000000E+000                         3                         0                        47                        47
  0.6731975508306181E+004   0.0000000000000000E+000                         3                         0                        48                        48
  0.6867694409850770E+004   0.0000000000000000E+000                         3                         0                        49                        49
  0.7003452053491308E+004   0.0000000000000000E+000                         3                         0                        50                        50
  0.7139244991208123E+004   0.0000000000000000E+000                         3                         0                        51                        51
  0.7274954554813768E+004   0.0000000000000000E+000                         3                         0                        52                        52
  0.7410546558309507E+004   0.0000000000000000E+000                         3                         0                        53                        53
  0.7545981777650900E+004   0.0000000000000000E+000                         3                         0                        54                        54
  0.7681160263109344E+004   0.0000000000000000E+000                         3                         0                        55                        55
  0.7816087878941898E+004   0.0000000000000000E+000                         3                         0                        56                        56
  0.7950665516982003E+004   0.0000000000000000E+000                         3                         0                        57                        57
